sentimento_id,utilizador_id,text,datahora,modelo,sentimento,score,created_on
1,1,venda vinho enlatar de o atriz Elizabeth Banks em o temporada férias beneficiar organização humanitário global de o chef José Andrés,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6744804978370667,2025-11-20 22:22:27.948740
2,1,fundação global uva humanidade fazer parceria José Andrés algum de o grande nome de o vinho apoiar hôpital albert schweitzer em o haiti,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5895328521728516,2025-11-20 22:22:27.948740
3,1,querido dr Vinny garrafa US 40 garrafa US 750 poder marcar 94 ponto classificação fornecer dentro faixa preço específico diabo escolher vinho caro pontuação kelly Lake Charles la querir Kelly saber difícil entender a o primeira vista fazer pouco sentido perceber em o wine espectador todo vinho avaliar degustação cega significar produtor preço levar consideração vinho colocar voos grupo par voo agrupar variedade uva safro denominação semelhante significar 2 021 cabernet Napa Valley degustar junto 2 024 Marlborough Sauvignon Blancs degustar voo diferente provador conhecer categoria acreditar vinho dever reflectir casta colheita denominação representar razão por o informação prestar a o avaliar vinho degustação cega descobrir algum vinho acessível bom qualidade agradável do exemplo caro novo produtor ter tanto chance produzir vinho fantástico quanto vinícola existir centena ano gostar pensar forma democrático avaliar vinho ótimo maneira descobrir valor estelar nota 94 ponto US 40 classificação dar dentro faixa preço específico a o reunir vinho grupo par tender algum agregação natural preço praticamente garantir vinho US 100 em aquele voo Marlborough Sauvignon Blanc de o forma ficar surpreso vinho abaixo US 100 em o voo Napa Cabernet novamente provador conhecer nenhum preço durante degustação poder encontrar algum vinho 94 ponto ambos voos a o eliminar preço produtor provador poder focar exclusivamente em o qualidade de o vinho em o taça diferença qualidade estilo poder gostar todo vinho 94 ponto existir embora sistema degustação a o cega projetar garantir todo vinho 94 ponto alcancer nível qualidade imenso variação estilístico vinho de esse nível a o vez dentro categoria específico todo cabernets napa 94 ponto ter sabor outro palavra coisa bom decidir comprar garrafa US 750 poder de o agrado fazer sentido ambiente acessível poder exatamente procurar último análise próprio experiência preferência dever grande guia resposta errar saber dois vinho ter pontuação processo degustação a o cega apenas ponto dado esperar útil considerar a o fazer compra claro existir outro motivo comprar garrafa poder basear em o qualidade vinho poder produtor favorito ano importante região sentimental recomendação apaixonar poder apenas gostar de o rótulo feliz beber vinho importar motivo importar quanto custir garrafa Dr Viny,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5115492343902588,2025-11-20 22:22:27.948740
4,1,alexander van beek de o Château Giscours juntar se a o podcast falar sobre década em o propriedade Bordeaux dar reação Giscours ganhar prêmio vinho de o ano 2025,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5617499947547913,2025-11-20 22:22:27.948740
5,1,de o grande marca familiar de o Califórnia apostar Mill Creek,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.8089420795440674,2025-11-20 22:22:27.948740
6,1,novo documentário sobre bebida de o cineasta Frank Mannion explorar contribuição de o Irlanda vinho uísque cerveja além de isso quanto de o casa de o Guinness de o Netflix verdade,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7277347445487976,2025-11-20 22:22:27.948740
7,1,assumir localização de o grande premiado picasso novo restaurante de o grande grupo alimento concentra se fruto de o mar extensa adegar além de isso grupo hospitalidade Union Square Danny Meyer expandir Detroit 2026,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.532940149307251,2025-11-20 22:22:27.948740
8,1,olhar profundamente Monte Etna vulcão ativo de o Europa de o documento popular de o Sicília,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.637733519077301,2025-11-20 22:22:27.948740
9,1,varejista vinho sede Londres abrir loja Washington D C plano em o EUA loja,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.9074405431747437,2025-11-20 22:22:27.948740
10,1,lendário restaurante premiar lançar visita guiar de o coleção vinho extraordinário de o mundo repleta 14 000 seleção,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5708766579627991,2025-11-20 22:22:27.948740
11,1,querido dr Vinny bom forma tirar rolha garrafa vinho ter saca rolhas funcione Beth Columbus Ohio querer Beth existir várias escola pensamento sobre bom forma abordar situação descrevi comum abaixo prossiga cuidado embora dever funcionar dificuldade provável algum respingo derramamento envolver tentar método ter perguntar todo em o imediação talvez telefonar amigo vizinho ter saca rolhas poder pegar emprestar em o topo montanha acreditar lá poder perto bom tudo poder fazer novo amigo de o vinho retire empurrer rolha totalmente dentro usar chave fenda colher pau faca manteiga empurrar rolha dentro de o garrafa então poder usar canudo pauzinho manter rolha de o caminho a o servir copo despejar vinho garrafa evitar rolho grude a o servir vinho use calor teoria calor isqueiro vela alisador cabelo água quente maçarico poder funcionar ar em o espaço rolha vinho esquentar expander pressão dever empurrar rolha tome cuidado direcionar calor em o gargalo de o garrafa acima de o nível enchimento aqueçar garrafa menos possível caso contrário corre se risco aquecer demasiado garrafa inseguro possivelmente aquecer vinho poder cozinhar ele alterar sabor método poder levar tempo precisar girar garrafa retire todo cápsula qualquer cera primeiro encontre substituto saca rolhas relato chave carro chave fenda cabide arame faco serrilhar parafuso prego porta milho usar como saca rolho improvisar coloque objeto escolha em o rolha ângulo cerca 45 grau certifique se penetre por o menos metade de o rolha evitar esfarelar seguida tentar usar alavanca contra garrafa retirar ela ter martelo poder usar parte de o garra retirar parafuso prego método cadarço barbante método pouco complicado funcionar bem querer servir vinho de o garrafa rolha nadar dentro de ela primeiro empurrer rolha dentro de o garrafa chave fenda outro objeto pontiagudo seguida dê nó em o ponta pedaço cadarço barbante empurre o dentro de o garrafa fazer nó abaixo de o rolha método fácil colocar vinho garrafa antes manusear rolha seguida puxer barbante firmeza nó dever pegar borda de o rolha puxar ela escolha sapato poder parecer menos convencional em o verdade fácel talvez confiável coloque base de o garrafa em o salto sapato algo plano funcionar em o verdade sola firme vez tênis desejável seguida batar garrafa repetidamente contra superfície firme chão parede árvore pressão empurrar rolha de o garrafa pare antes saiar completamente crie bagunça deixe me saber ter algum outro ideia história tirar rolha saca rolhas funcionando perto seguro felicidade Dr Viny,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.48703399300575256,2025-11-20 22:22:27.948740
12,1,coquetel lote tornar festa fim ano leve fácil,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5567322969436646,2025-11-20 22:22:27.948740
13,1,fundamental ajudar definir chardonnay californiano enólogo defender terroir desconhecer recém chegar a o vinho,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5435411334037781,2025-11-20 22:22:27.948740
14,1,novembro em o dia 13 vinho raro de o adega de o falecido gerente de o Château d yquem leiloar por o Daguerre onlinar pessoalmente em o Hôtel Drouot Paris,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.49898117780685425,2025-11-20 22:22:27.948740
15,1,juíz ouvirar argumento oral sobre tarifa precedente de o presidente Trump passar em o teste constitucional,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6056326627731323,2025-11-20 22:22:27.948740
16,1,Kendall Jackson de o Califórnia colocar basquete dentro de o garrafa ajuda de o designer anel troféu de o NBA,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.625635027885437,2025-11-20 22:22:27.948740
37,1,passo de o stelvio subir bormio envelhecimento subaquático poder ter rival pós envelhecimento em o montanha poder levar vinho de o Valtellina novo patamar aparecer primeiro decantador,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.45440396666526794,2025-11-20 22:22:27.948740
38,1,a o vez problema julgar livro por o capa postr charme de o rótulo vinho importar de o dentro aparecer primeiro decantador,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.4834972620010376,2025-11-20 22:22:27.948740
39,1,encontrar garrafa perfeito experimente comprar vinho onliner postr especialista revelar bom truque comprar vinho onlinar aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5972519516944885,2025-11-20 22:22:27.948740
40,1,conhecer copresidente residente 2026 saber sobre novo função postagem apresentar copresidente residente de o dwwa dar boas vinda caro maurer mw aparecer primeiro decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5751635432243347,2025-11-20 22:22:27.948740
113,2,adorar vinho de o porto,2025-11-20 22:18:26.074470,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.541954755783081,2025-11-20 22:22:35.282755
114,3,fraco experiência Mateus rosé,2025-11-20 22:18:26.074470,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.9198341965675354,2025-11-20 22:22:35.282755
17,1,querido dr Vinny vinho tinto normalmente envelhecir carvalho novo Carvalho neutro carvalho kenny Nova York veio direto de o editor achar útil expandir pergunta de o semana passado sobre vinho branco Carvalho oi Kenny recapitular barri carvalho poder adicionar sabor a o vinho poder alterar textura de o vinho barris novo pequeno ter efeito barris grande velho neutro ter pouco potência termos sabor ainda poder ajudar em o textura de o vinho permitir pequeno quantidade exposição a o oxigênio poder suavizar qualquer aresta certamente vinho branco de o vinho tinto apresentar nenhum pouco influência de o carvalho enquanto branco refrescante crocante frutar normalmente fermentar envelhecir aço inoxidável influência de o carvalho categoria amplo popular tinto carvalho minorio dito cimento betão certamente opção fermentar envelhecer vinho tinto poder encontrar exemplo de esse estilo fermentação envelhecimento de o carvalho tão comum em o tinto bem vinho tinto benefic de o sabor de o barri Carvalho de o tanino poder adicionar estrutura desejável a o tempo vinho tinto benefic de o amaciamento de o textura de o vinho devido a o oxigenação barri poder suavizar suavizar sabor acidez vinho criar vinho suave complexo pessoa normalmente procurar vinho tinto sabor azedo crocante estilo por o menos algum influência de o carvalho passar dominar mercado bom notícia curioso sobre carvalho maioria de o site vinícola claro sobre escolha vinificação então geralmente poder verificar exatamente vinho fazer vinho carvalho ousar e rico poder apresentar nota chocolate especiaria baunilha coco torrar esperariar exemplo cabernet Sauvignon syrah shiraz tempranillo tinto igualmente ousar estiver em este campo algum região Bordeaux Borgonha Napa Valley tradicional maioria de o tinto especialmente em o nível alto qualidade ver carvalho novo a o vez 100 cento justo dizer vinho carvalho caminhar pouco carvalho em o último ano produtor vinho tender uso criterioso Carvalho novo nível tosta leve produzir vinho vibrante equilibrar expressivo de o terroir em o verdade em o moda vinho tinto menos amadeirar hoje dia movimento direção elegância transparência poder conseguir uso Carvalho neutro barri grande produtor vinho ainda poder usar barris novo muitas vez percentagem minoritário juntamente barri usar e grande a o vez concreto poder notar toque influência especiaria vinho ter estilo leve geral pinot noir grenache variedade italiano dolcetto tender cair em este campo região de o velho mundo barolo onde tradicional uso grande barri usar provavelmente existir exemplo vinho tinto envelhecir fermentado concreto todo país estilo geral abordagem tender funcionar bom tinto claro sabor fruta fresco acidez brilhante crocante gamay beaujolal algum vinho tinto mesa Portugal algum pinot noir grenache poder fazer em este estilo encontrar brilhante fresco possivelmente pouco crocante azedo de esse vinho clássico tinto gelado em o moda ultimamente poder bom acompanhamento piquenique piscina Dr Viny,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5132374167442322,2025-11-20 22:22:27.948740
18,1,proprietário de o varejista somm cellars wine Spirits inaugurar Café Vivant em o Vale de o Silício além de isso Michael Mina trazer bife bourbon volta São Francisco,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6671252846717834,2025-11-20 22:22:27.948740
19,1,novo curta metragem comédia terror levar ideia terroir a o extremo absurdo aterrorizante,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.7761712074279785,2025-11-20 22:22:27.948740
20,1,44º evento anual espectador vinho demonstrar poder de o vinho unir pessoa todo mundo tempo dividir,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.4924834668636322,2025-11-20 22:22:27.948740
21,1,vinho fresco de o novo colheita produzir consumir país região frivolidade lúdico abundo post recém saído de o lagar outro vinho nouveau trazer alegria a o folia novembro aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.41578149795532227,2025-11-20 22:22:27.948740
22,1,vinho bom postr comida bom vinho crítica de o crítico restaurante aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4362144470214844,2025-11-20 22:22:27.948740
23,1,hype cabernet franc pós quatro década guado al tasso masterclass encontro vinho fino decanter aparecer por o primeira vez decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4589760899543762,2025-11-20 22:22:27.948740
24,1,visitar cada de o 21 estande de o sala coleta de o adega convidado receber carimbo em o passaporte degustação mini vertical 21 produtor coleção postr cellar 2025 em o decanter Fine Wine encontro londr viagem vinho icônico aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.542713463306427,2025-11-20 22:22:27.948740
25,1,crédito ellen richardson fotografia destaque fotográfico evento inesquecível dois dia destaque de o postagem de o encontro vinho fino decanter Londres 2025 celebração vinho fino dois dia aparecer por o primeira vez decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5849353671073914,2025-11-20 22:22:27.948740
26,1,Cédric Klapish Alice Taglioni Martin Solveig Vincent Lacoste leiloeira de o Sotheby s Aurélie Vandevoorde durante venda de o pièce des présidents valor superar resultado de o ano passado 4 3 milhão euro postr explorar sucesso de o hospice beaune 2025 leilão 18 75 milhão euro marcar terceiro bom resultado aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.47975361347198486,2025-11-20 22:22:27.948740
27,1,provar vulcão post de o borda de o vulcão oito vinho quente fumegante de o etna escolher por o especialista aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5857036709785461,2025-11-20 22:22:27.948740
28,1,57 vinho vencedor de o Decanter World Wine Awards 2025 apresentar em o dwwa bar destaque de o dfwe londr 2025 postr londr dar boas vinda a o amante de o vinho destaque de o encontro vinho fino decanter 2025 aparecer primeiro decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4868100881576538,2025-11-20 22:22:27.948740
29,1,Jean Paul Daumen de o Domaine la Vieille Julienne granache inesquecível governar tudo post Vieille julienne s Réserve is grenache in excelsi parede fosco châteauneuf destacar aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.5217676162719727,2025-11-20 22:22:27.948740
30,1,hastear bandeira de o efervescência inglês post Hugh Johnson sinto me solidário produtor corajoso apostar tanto desafiar clima inglês aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.5783519148826599,2025-11-20 22:22:27.948740
31,1,juvé y camps ceo meritxell juvé esquerda ferran Centelles direita ferran Adrià de o elbullifoundation atualização importante amante de o vinho espanhol briefing pós espanha Cult Barcelona Wine bar chegar Londres lançamento de o livro elbulli aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.45376405119895935,2025-11-20 22:22:27.948740
32,1,grande influente competição vinho de o mundo Decanter World Wine Awards dwwa agora abrir inscrição célebre autoridade alcance global impacto mensurável dwwa oferecer a o produtor feedback especializar visibilidade reconhecimento entregar resultado inscrição postr decanter World Wine Awards 2026 aberto reconhecimento entregar resultado aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5036496520042419,2025-11-20 22:22:27.948740
33,1,olhada último edição revista postr decanter novembro 2025 ver ter dentro aparecer primeiro decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7517679333686829,2025-11-20 22:22:27.948740
34,1,site domainer bouchard Père et fil Le montrachet nascimento novo domínio postr françois pinault revelar domínio de o cabotte prestigioso vinhedo de o Côte d or aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4342275857925415,2025-11-20 22:22:27.948740
35,1,loja garrafa paladar Shoreham Reino Unido domine arte encontrar vinho gostar postr 5 dica especialista sobre comprar vinho profissional aparecer primeiro decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7666719555854797,2025-11-20 22:22:27.948740
36,1,vinher perto de o Monte Etna em o Sicília em o limite novo identidade vinho italiano post cristina mercuri vinho em o limite etna redefinir elegância aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5820367932319641,2025-11-20 22:22:27.948740
110,1,bom queijo curado,2025-04-10 23:17:00.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.4448007643222809,2025-11-20 22:22:34.384645
111,1,Fiquei surpreso elegância,2023-07-31 07:02:10.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.7289469838142395,2025-11-20 22:22:34.384645
41,1,max richter compor peça musical torno três krug Cuvées projeto cada nota contar inspirar três cuvée post krug compositor max richter prestar homenagem musical a o excelente safra 2008 de o champanhe aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5691477060317993,2025-11-20 22:22:27.948740
42,1,Lorraine Copes fundadora de o Bih leona pasquale profissional vinho de o ano Victoria Stanage chefe evento de o Decanter vencedor de o Bih Spotlight Awards Post Leona Pasquale eleger Profissional de o Vinho de o Ano em o Bih Spotlight Awards 2025 aparecer primeiro em o Decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5583723187446594,2025-11-20 22:22:27.948740
43,1,crédito Alex callejo simplesmente bom bom vinho de o post italy dwwa Best in show masterclassr em o vinitaly usar aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6082797646522522,2025-11-20 22:22:27.948740
44,1,CCTV capturar ladrão roubar cerca 3 000 garrafa vinho ucraniano principalmente espumante caminhão estacionar em o semana passado 3 000 garrafa vinho ucraniano roubar post ir lá marido em o linha frente vivemos constante estresse saúde mental forte suficiente lidar ainda precisar fazer trabalho choque de o empresa vinho ucraniano inação de o polícia relação a o roubo vinho aparecer primeiro decantador,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.8143372535705566,2025-11-20 22:22:27.948740
45,1,tequila enemigo finito extra añejo finalizar barril vinho premier cru de o apenas 300 lançado post tequila de o barril vinho premier cru vender US 9 mil em o Sotheby s aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5593317151069641,2025-11-20 22:22:27.948740
46,1,adeus confinamento varietal post andrew jefford conjunto possibilidade agrupar chenin poder deslumbrar aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.46674492955207825,2025-11-20 22:22:27.948740
47,1,incluir primeiro documento Calábria postr notícia sobre vinho de o Itália resumo aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.8319070339202881,2025-11-20 22:22:27.948740
48,1,a o medida fruta começar murchar chegar aroma de o outono trazer a o mente glorioso grenache década explorar ritmo de o estação de o aroma pós cheiro sentido negligenciar poder fundamentar aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4733903110027313,2025-11-20 22:22:27.948740
49,1,destilador Lila serenelli de o destilaria argentino la alanza em o base marambio em o antártica pioneiro single malt ultrapassar limite de o produção whisky the post isla marambio primeiro whisky envelhecido em o antártica lançar em o próximo ano aparecer por o primeira vez em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5333236455917358,2025-11-20 22:22:27.948740
50,1,ota em o Córsega Katherine Cole sobre orgulho regional de o vinho postr Katherine Cole viticultura ato resistência querer juntar a o revolução aparecer primeiro em o decanter,2025-11-20 22:18:32.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4789849519729614,2025-11-20 22:22:27.948740
51,1,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 7 gim importar participante André Novaes Patury Get trade importador Gerson Morelli consumidor alencar junior santo colomba Mário separovic rodrigues dono empório frei caneca Maurício leme la pastina Newton duarter barro sócio de o North bar grill ruber Cecchini diretor água prata,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6316748857498169,2025-11-20 22:22:27.948740
52,1,em o degustação a o cega outubro 2025 de o confraria de o amarante realizar painel 8 châteauneuf du pape resultado seguinte vinho,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6007734537124634,2025-11-20 22:22:27.948740
53,1,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 6 gin importar 1 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Maurício leme la pastina ruber Cecchini diretor água prata,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7170805931091309,2025-11-20 22:22:27.948740
54,1,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 4 gin importar 4 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill pablo palumbo consumidor,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6875159740447998,2025-11-20 22:22:27.948740
55,1,em o degustação a o cega de o confraria de o amarante agosto 2025 provar 8 grande tinto europeu ordenação de o vinho assim respectivo,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5538105964660645,2025-11-20 22:22:27.948740
56,1,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 6 gin importar 1 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7389514446258545,2025-11-20 22:22:27.948740
57,1,em o degustação a o cega de o confraria de o amarante julho 2025 provar 8 grands crus classés de o aoc Margaux ordenação de o 8 participante de o noitada abaixo assim respectivo,2025-11-20 22:18:33.000000,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5061978101730347,2025-11-20 22:22:27.948740
