id,utilizador_id,produto_id,loja_id,datahora,texto,extracted_on,processed
334,2,82,1,2024-05-17 00:37:52,Pouco complexo para o preço pedido.,2024-05-29 06:53:23,False
335,1,64,1,2024-10-06 08:02:23,"A safra está excelente, recomendo guardar mais alguns anos.",2024-11-01 02:09:13,False
336,2,23,1,2024-01-19 03:42:59,Pouco complexo para o preço pedido.,2024-02-17 01:24:11,False
337,4,77,2,2025-11-07 19:34:45,"Aroma complexo, com notas de baunilha e frutos negros.",2025-11-11 02:13:21,False
338,4,8,2,2025-04-05 13:09:43,Sabor a frutos vermelhos e especiarias.,2025-04-22 09:20:01,False
339,3,20,1,2025-06-17 07:56:32,"Adoro vinhos da Toscana, este cumpre bem.",2025-06-18 23:52:50,False
340,3,37,2,2024-12-16 22:52:46,Loja muito bem organizada.,2024-12-19 00:07:20,False
341,2,91,2,2024-09-28 00:26:14,Loja muito bem organizada.,2024-10-20 09:35:48,False
342,3,93,1,2023-03-23 15:14:38,"Aroma complexo, com notas de baunilha e frutos negros.",2023-04-04 04:34:25,False
343,4,13,1,2025-11-12 07:14:14,"Não gostei, achei muito alcoólico.",2025-11-22 04:22:22,False
344,3,44,1,2023-10-15 09:58:54,"Entrega atrasada, não recomendo.",2023-10-17 22:25:14,False
345,2,48,2,2023-08-15 00:56:59,"A safra está excelente, recomendo guardar mais alguns anos.",2023-08-22 03:29:05,False
346,4,12,2,2023-09-16 20:30:12,"Tiveram atenção ao detalhe, gostei.",2023-10-16 19:15:40,False
347,3,8,2,2023-03-11 19:52:32,"Aroma complexo, com notas de baunilha e frutos negros.",2023-03-30 11:05:20,False
348,3,94,1,2025-01-04 08:06:14,Perfeito para acompanhar carnes vermelhas.,2025-01-14 10:17:11,False
349,4,46,1,2024-05-15 09:23:37,"Prefiro vinhos do Douro, este é perto do meu estilo.",2024-05-28 18:10:19,False
350,3,54,1,2024-12-23 05:42:39,Muito tânico para o meu gosto.,2025-01-02 09:33:20,False
351,2,40,1,2024-03-16 17:40:29,Ótimo com queijos curados.,2024-03-31 14:40:12,False
352,3,100,1,2023-08-28 21:27:20,Muito tânico para o meu gosto.,2023-09-15 04:39:04,False
353,4,96,1,2024-09-26 16:28:32,"Adoro vinhos da Toscana, este cumpre bem.",2024-10-02 19:30:59,False
354,2,44,1,2024-08-16 08:07:28,Pouco complexo para o preço pedido.,2024-08-31 11:33:09,False
355,4,38,2,2024-03-25 08:25:00,"Não gostei, achei muito alcoólico.",2024-04-04 07:56:12,False
356,1,70,1,2025-04-13 13:30:58,"Gosto muito deste vinho, notas frutadas e bom corpo.",2025-05-08 07:15:05,False
357,2,30,2,2025-06-10 02:28:36,"Gosto muito deste vinho, notas frutadas e bom corpo.",2025-06-30 19:51:15,False
358,3,90,2,2024-10-20 21:58:51,Perfeito para acompanhar carnes vermelhas.,2024-10-22 14:27:36,False
359,4,10,1,2024-12-06 03:48:37,Muito tânico para o meu gosto.,2025-01-05 19:09:40,False
360,2,63,1,2023-02-24 12:34:41,Surpreendeu-me pela elegância.,2023-03-07 22:58:10,False
361,3,29,2,2023-11-25 01:17:28,Muito tânico para o meu gosto.,2023-12-08 20:05:57,False
362,2,19,2,2024-08-27 03:20:57,Ótimo com queijos curados.,2024-09-20 05:59:21,False
363,3,35,1,2023-10-03 12:05:00,"A safra está excelente, recomendo guardar mais alguns anos.",2023-10-27 22:03:24,False
364,4,7,2,2025-08-15 09:49:33,Surpreendeu-me pela elegância.,2025-09-02 01:18:33,False
365,4,7,1,2025-02-09 10:21:49,"Aroma complexo, com notas de baunilha e frutos negros.",2025-02-23 13:20:32,False
366,1,27,2,2023-02-27 09:07:22,Muito tânico para o meu gosto.,2023-03-01 11:20:42,False
367,1,62,2,2023-11-15 14:14:26,"Prefiro vinhos do Douro, este é perto do meu estilo.",2023-12-13 00:43:59,False
368,2,48,1,2023-01-26 06:32:56,"A safra está excelente, recomendo guardar mais alguns anos.",2023-02-16 12:01:09,False
369,1,45,1,2025-06-05 08:52:47,Pouco complexo para o preço pedido.,2025-06-14 14:52:56,False
370,4,33,1,2023-11-21 21:53:34,Muito tânico para o meu gosto.,2023-12-09 22:21:55,False
371,4,2,2,2025-04-09 03:06:49,"Não gostei, achei muito alcoólico.",2025-04-19 00:10:56,False
372,3,94,1,2025-09-29 13:37:03,"Aroma complexo, com notas de baunilha e frutos negros.",2025-10-23 06:51:16,False
373,1,13,1,2025-04-15 14:31:02,Ótimo com queijos curados.,2025-05-07 21:05:32,False
374,1,6,1,2025-04-21 23:21:08,"Gosto muito deste vinho, notas frutadas e bom corpo.",2025-04-23 04:50:05,False
375,4,31,2,2025-10-27 21:52:35,"Prefiro vinhos do Douro, este é perto do meu estilo.",2025-10-31 01:38:06,False
376,2,17,2,2024-07-04 14:38:58,"Aroma complexo, com notas de baunilha e frutos negros.",2024-07-17 10:40:16,False
377,1,79,1,2025-01-31 20:32:03,Ótimo com queijos curados.,2025-02-17 00:13:48,False
378,1,11,2,2024-03-08 17:10:40,Sabor a frutos vermelhos e especiarias.,2024-03-21 08:38:11,False
379,2,41,1,2024-11-21 02:09:03,Perfeito para acompanhar carnes vermelhas.,2024-11-25 07:27:18,False
380,4,28,2,2024-04-23 06:32:37,Excelente relação qualidade/preço.,2024-04-27 14:45:53,False
381,2,86,1,2025-06-03 00:02:37,"Não gostei, achei muito alcoólico.",2025-06-18 05:22:25,False
382,3,85,2,2023-08-15 06:50:58,"Vinho leve e fresco, ideal para verão.",2023-08-20 21:38:25,False
383,3,95,1,2024-08-16 09:11:19,Muito tânico para o meu gosto.,2024-09-10 01:11:05,False
384,3,5,2,2023-10-17 22:56:25,Pouco complexo para o preço pedido.,2023-11-02 03:39:28,False
385,1,18,2,2023-08-17 18:37:32,"Não gostei, achei muito alcoólico.",2023-09-02 23:24:39,False
386,4,68,2,2024-05-06 14:38:37,Pouco complexo para o preço pedido.,2024-05-09 16:36:37,False
387,2,64,2,2025-08-01 11:45:20,Perfeito para acompanhar carnes vermelhas.,2025-08-22 01:46:26,False
388,4,42,2,2025-02-27 02:32:59,Surpreendeu-me pela elegância.,2025-03-27 21:25:00,False
389,4,80,2,2025-04-03 08:13:47,Textura sedosa e final longo.,2025-04-15 07:12:30,False
390,1,71,2,2024-04-17 02:06:43,"Prefiro vinhos do Douro, este é perto do meu estilo.",2024-05-08 21:58:21,False
391,2,13,2,2024-02-23 17:31:25,"Adoro vinhos da Toscana, este cumpre bem.",2024-03-07 17:10:22,False
392,4,89,1,2025-01-07 21:49:08,Excelente relação qualidade/preço.,2025-01-26 08:50:39,False
393,4,13,2,2023-04-20 09:51:06,"Prefiro vinhos do Douro, este é perto do meu estilo.",2023-05-03 06:53:18,False
394,4,52,2,2024-08-16 20:14:16,"A safra está excelente, recomendo guardar mais alguns anos.",2024-08-18 14:06:48,False
395,1,99,1,2023-09-01 21:29:20,Surpreendeu-me pela elegância.,2023-10-02 16:53:49,False
396,4,53,2,2025-04-19 19:03:53,"Prefiro vinhos do Douro, este é perto do meu estilo.",2025-05-20 15:09:56,False
397,2,31,1,2024-05-24 09:15:46,"Vinho leve e fresco, ideal para verão.",2024-06-09 05:40:02,False
398,4,2,2,2024-11-24 20:48:04,"Vinho leve e fresco, ideal para verão.",2024-11-27 22:07:29,False
399,4,55,1,2023-12-28 05:26:27,"Adoro vinhos da Toscana, este cumpre bem.",2024-01-16 16:21:30,False
400,3,70,2,2025-08-28 15:07:10,Sabor a frutos vermelhos e especiarias.,2025-09-24 23:21:58,False
401,3,21,1,2025-05-09 06:53:20,"Entrega atrasada, não recomendo.",2025-05-10 11:45:39,False
402,2,4,2,2024-03-02 00:45:29,"A safra está excelente, recomendo guardar mais alguns anos.",2024-03-22 22:53:46,False
403,4,56,1,2023-05-07 16:46:22,Ótimo com queijos curados.,2023-05-31 21:02:55,False
404,1,90,1,2025-07-19 15:55:50,"Vinho leve e fresco, ideal para verão.",2025-08-18 05:33:07,False
405,1,8,1,2023-05-15 14:31:02,Ótimo com queijos curados.,2023-06-14 18:14:17,False
406,4,93,2,2025-06-02 09:04:19,Não gostei do serviço ao cliente.,2025-06-10 13:53:35,False
407,2,92,1,2023-10-12 02:47:31,Atendimento na loja excelente.,2023-11-05 14:45:25,False
408,2,96,2,2023-09-03 18:10:57,"Vinho leve e fresco, ideal para verão.",2023-09-22 15:02:07,False
409,4,81,2,2025-07-15 20:34:43,Excelente relação qualidade/preço.,2025-07-30 00:47:50,False
410,2,55,2,2025-08-05 16:29:00,Perfeito para acompanhar carnes vermelhas.,2025-08-10 06:58:06,False
411,2,19,1,2024-08-18 06:51:47,Perfeito para acompanhar carnes vermelhas.,2024-09-16 00:34:14,False
412,4,49,1,2024-08-21 01:15:43,Perfeito para acompanhar carnes vermelhas.,2024-09-05 14:07:42,False
413,2,26,1,2024-07-14 22:17:03,Pouco complexo para o preço pedido.,2024-08-08 22:23:44,False
414,1,56,2,2023-10-07 07:45:39,Perfeito para acompanhar carnes vermelhas.,2023-10-15 22:30:05,False
415,1,60,2,2024-02-20 21:43:03,Surpreendeu-me pela elegância.,2024-03-13 00:43:25,False
416,3,74,1,2023-08-17 08:45:57,"Prefiro vinhos do Douro, este é perto do meu estilo.",2023-09-06 09:05:20,False
417,1,29,2,2024-10-26 21:42:41,"Não gostei, achei muito alcoólico.",2024-11-19 16:39:15,False
418,1,97,2,2024-09-26 06:44:15,"Adoro vinhos da Toscana, este cumpre bem.",2024-10-20 17:18:57,False
419,2,14,1,2023-08-08 03:57:51,Ótimo com queijos curados.,2023-09-04 07:02:55,False
420,4,3,2,2025-09-14 06:02:23,Ótimo com queijos curados.,2025-10-10 14:26:14,False
421,1,25,2,2023-11-08 22:37:30,"Prefiro vinhos do Douro, este é perto do meu estilo.",2023-11-15 10:05:05,False
422,3,65,2,2024-08-30 12:26:54,Textura sedosa e final longo.,2024-09-15 00:07:19,False
423,3,68,2,2024-07-19 00:27:47,"Gosto muito deste vinho, notas frutadas e bom corpo.",2024-07-29 16:41:16,False
424,2,28,2,2023-12-24 07:33:03,"Adoro vinhos da Toscana, este cumpre bem.",2024-01-12 04:56:43,False
425,4,86,1,2024-05-17 20:55:57,Textura sedosa e final longo.,2024-05-22 11:39:42,False
426,3,97,2,2023-02-25 06:57:28,"Aroma complexo, com notas de baunilha e frutos negros.",2023-03-22 16:35:59,False
427,2,86,2,2024-05-02 14:53:46,Sabor a frutos vermelhos e especiarias.,2024-05-19 02:15:40,False
428,1,11,1,2023-03-01 19:59:16,"Vinho leve e fresco, ideal para verão.",2023-04-01 18:35:22,False
429,1,38,2,2023-04-04 07:00:04,"Não gostei, achei muito alcoólico.",2023-04-08 05:50:04,False
430,2,57,1,2024-09-08 22:24:49,"Gosto muito deste vinho, notas frutadas e bom corpo.",2024-10-02 01:20:51,False
431,4,44,2,2025-06-04 16:17:33,"Adoro vinhos da Toscana, este cumpre bem.",2025-06-09 02:37:19,False
432,4,91,1,2024-03-24 03:51:30,"Vinho leve e fresco, ideal para verão.",2024-04-15 19:38:16,False
433,1,95,1,2025-04-17 18:58:12,Excelente relação qualidade/preço.,2025-05-13 03:34:08,False
434,1,23,1,2024-01-26 11:40:26,"Adoro vinhos da Toscana, este cumpre bem.",2024-01-31 05:04:33,False
435,4,28,1,2023-07-16 19:28:24,"A safra está excelente, recomendo guardar mais alguns anos.",2023-08-06 12:13:42,False
436,4,5,2,2025-04-25 12:12:19,Ótimo com queijos curados.,2025-05-12 00:58:37,False
437,4,95,2,2025-08-02 17:31:43,"Gosto muito deste vinho, notas frutadas e bom corpo.",2025-08-04 10:25:19,False
438,1,91,1,2025-03-01 06:07:27,Textura sedosa e final longo.,2025-03-28 20:05:42,False
439,2,8,1,2024-01-09 13:06:08,Pouco complexo para o preço pedido.,2024-01-25 07:22:33,False
440,4,50,1,2023-11-26 07:15:59,Ótimo com queijos curados.,2023-12-13 19:10:16,False
441,4,23,1,2024-03-26 15:47:17,Funcionários pouco prestáveis.,2024-04-02 18:21:55,False
442,1,23,1,2023-01-21 01:30:20,"Não gostei, achei muito alcoólico.",2023-02-14 06:20:35,False
443,3,35,2,2023-10-02 20:31:34,Muito tânico para o meu gosto.,2023-10-26 06:35:31,False
444,2,58,1,2025-03-28 03:57:51,"Adoro vinhos da Toscana, este cumpre bem.",2025-03-29 17:24:40,False
445,3,19,1,2023-01-16 11:37:25,"Prefiro vinhos do Douro, este é perto do meu estilo.",2023-01-18 22:48:46,False
446,4,10,2,2024-04-28 19:01:08,"Adoro vinhos da Toscana, este cumpre bem.",2024-05-02 08:45:18,False
447,2,5,2,2025-02-25 06:51:54,Processo de compra online confuso.,2025-03-19 19:39:58,False
448,4,1,2,2023-11-17 16:24:42,"Não gostei, achei muito alcoólico.",2023-12-08 15:20:02,False
449,4,24,1,2024-08-28 00:43:27,Ótimo com queijos curados.,2024-09-06 08:12:35,False
450,3,25,1,2024-02-24 13:49:19,"Não gostei, achei muito alcoólico.",2024-03-12 23:39:25,False
451,3,23,2,2023-06-04 07:39:51,Recomendo pela rapidez da entrega.,2023-06-29 12:55:13,False
452,3,10,2,2023-06-22 20:48:56,"Vinho leve e fresco, ideal para verão.",2023-07-02 00:13:36,False
453,1,7,2,2023-07-04 09:16:50,Sabor a frutos vermelhos e especiarias.,2023-07-30 12:31:21,False
454,4,27,2,2024-02-22 02:38:46,Não gostei do serviço ao cliente.,2024-03-09 00:26:02,False
455,1,91,1,2023-04-22 11:51:05,Pouco complexo para o preço pedido.,2023-05-04 03:12:27,False
456,1,6,2,2023-12-27 06:43:45,Serviço pós-venda eficiente.,2024-01-05 20:40:24,False
457,1,34,1,2025-10-19 20:31:59,Textura sedosa e final longo.,2025-10-25 18:22:06,False
458,3,46,1,2025-06-11 18:59:12,"Gosto muito deste vinho, notas frutadas e bom corpo.",2025-07-08 01:20:43,False
459,4,1,2,2025-05-11 15:08:48,Pouco complexo para o preço pedido.,2025-06-04 02:18:36,False
460,3,87,1,2025-10-22 23:42:50,Perfeito para acompanhar carnes vermelhas.,2025-11-14 20:05:24,False
461,1,51,1,2025-01-13 00:41:36,Excelente relação qualidade/preço.,2025-02-04 09:17:17,False
462,4,76,1,2023-11-04 09:14:33,Muito tânico para o meu gosto.,2023-11-08 03:43:24,False
463,3,41,2,2024-02-09 16:53:33,Muito tânico para o meu gosto.,2024-02-29 18:24:38,False
464,1,80,2,2024-09-04 05:20:25,Serviço pós-venda eficiente.,2024-09-29 20:07:45,False
465,4,100,2,2024-06-22 16:09:18,"Entrega atrasada, não recomendo.",2024-07-01 21:08:02,False
466,4,70,2,2024-02-10 23:32:49,"Gosto muito deste vinho, notas frutadas e bom corpo.",2024-02-20 11:48:42,False
467,3,91,1,2023-12-29 19:29:37,Ótimo com queijos curados.,2024-01-09 11:24:42,False
468,2,44,1,2023-06-17 01:40:59,"Gosto muito deste vinho, notas frutadas e bom corpo.",2023-06-18 23:50:34,False
469,1,91,2,2023-02-02 17:32:20,Pouco complexo para o preço pedido.,2023-02-15 23:57:34,False
470,3,65,1,2023-09-04 12:06:57,Perfeito para acompanhar carnes vermelhas.,2023-09-14 15:57:28,False
471,2,5,1,2025-08-15 09:29:45,"Vinho leve e fresco, ideal para verão.",2025-08-19 06:24:10,False
472,3,25,2,2025-06-17 18:19:29,"Não gostei, achei muito alcoólico.",2025-07-07 04:28:38,False
473,3,87,1,2025-02-24 21:22:06,"A safra está excelente, recomendo guardar mais alguns anos.",2025-03-05 05:10:57,False
474,4,97,1,2024-07-09 04:55:07,"Aroma complexo, com notas de baunilha e frutos negros.",2024-07-12 14:56:53,False
475,4,4,2,2024-01-24 17:23:37,Pouco complexo para o preço pedido.,2024-02-21 22:36:41,False
476,2,79,2,2025-09-10 18:11:13,Sabor a frutos vermelhos e especiarias.,2025-10-08 22:47:36,False
477,2,41,2,2025-09-05 20:30:10,Pouco complexo para o preço pedido.,2025-09-12 14:09:25,False
478,4,47,2,2024-03-17 12:59:45,"Gosto muito deste vinho, notas frutadas e bom corpo.",2024-03-23 03:21:10,False
479,1,91,2,2024-03-03 01:13:37,"Aroma complexo, com notas de baunilha e frutos negros.",2024-03-21 20:25:29,False
480,4,100,1,2023-12-03 12:31:05,"Gosto muito deste vinho, notas frutadas e bom corpo.",2023-12-27 12:01:13,False
481,4,41,2,2024-08-08 21:23:44,Muito tânico para o meu gosto.,2024-08-13 15:49:30,False
482,3,10,1,2025-02-20 16:56:01,Excelente relação qualidade/preço.,2025-03-23 00:36:07,False
483,3,28,2,2024-03-24 08:29:17,"Não gostei, achei muito alcoólico.",2024-04-05 18:51:05,False
484,4,19,2,2024-12-28 20:48:59,Surpreendeu-me pela elegância.,2025-01-07 11:31:30,False
485,4,75,1,2024-08-07 15:27:46,"Entrega rápida, muito satisfeito com o serviço.",2024-09-04 00:35:23,False
486,4,39,2,2025-07-19 19:03:48,"Vinho leve e fresco, ideal para verão.",2025-08-14 10:57:02,False
487,2,86,2,2023-01-08 00:17:29,Surpreendeu-me pela elegância.,2023-01-31 19:29:39,False
488,4,22,2,2024-01-28 14:41:54,Pouco complexo para o preço pedido.,2024-02-05 14:37:23,False
489,4,56,1,2023-12-02 00:19:37,Excelente relação qualidade/preço.,2023-12-12 08:34:26,False
490,2,19,2,2024-07-16 11:01:47,"Aroma complexo, com notas de baunilha e frutos negros.",2024-08-03 01:45:23,False
491,3,79,2,2025-09-14 18:33:40,Surpreendeu-me pela elegância.,2025-10-08 09:47:16,False
492,1,96,2,2025-10-07 08:43:10,Atendimento na loja excelente.,2025-10-26 07:42:54,False
493,1,22,1,2023-11-09 21:01:46,"A safra está excelente, recomendo guardar mais alguns anos.",2023-12-07 23:44:37,False
494,3,49,1,2024-08-23 04:46:08,Surpreendeu-me pela elegância.,2024-09-11 20:29:54,False
495,4,25,1,2024-11-13 11:26:18,Ótimo com queijos curados.,2024-11-29 01:16:32,False
496,3,98,2,2024-02-14 03:39:50,"Vinho leve e fresco, ideal para verão.",2024-02-24 02:25:55,False
497,1,60,1,2023-02-19 03:20:48,Atendimento na loja excelente.,2023-03-02 18:25:58,False
498,3,6,1,2023-01-17 17:00:06,Muito tânico para o meu gosto.,2023-02-16 07:17:33,False
499,1,15,2,2023-09-05 05:07:14,Sabor a frutos vermelhos e especiarias.,2023-09-24 09:12:07,False
500,2,70,2,2024-12-10 17:58:19,"Não gostei, achei muito alcoólico.",2024-12-27 05:07:25,False
